u,v,key,osmid,name,highway,length,maxspeed,oneway,artery
281617143,281617665,0,25820809,Jomo Kenyatta Lane,residential,252.8694055591498,,False,Other
281617143,277994824,0,345388972,Herbert Chitepo Avenue,secondary,115.59702249755516,,False,Other
281617626,281617064,0,25821067,Selous Avenue,residential,12.597132483615173,,False,Other
281617626,277994840,0,25446735,Patrice Lumumba Street,residential,125.96713548662431,,True,Other
281617626,282780014,0,25821067,Selous Avenue,residential,177.67293137474314,,False,Other
281617654,281624948,0,25821043,George Silundika Avenue,residential,104.98816917320818,,False,Other
281617654,281617711,0,376805520,Nelson Mandela Avenue,secondary,61.6456748443358,,True,Other
281617654,281624932,0,541552501,Nelson Mandela Avenue,secondary,101.73801152246827,,False,Other
281617656,2269911113,0,25820744,Oliver Tambo Avenue,residential,179.98349843818434,,False,Other
281617656,281617669,0,25820744,Oliver Tambo Avenue,residential,178.7841496073589,,False,Other
281617656,277994795,0,681644398,Liberation Legacy Way,secondary,127.91007539657093,80,False,Other
281617656,281617062,0,681644398,Liberation Legacy Way,secondary,128.05077659765487,80,False,Other
281617658,281617062,0,25820647,Selous Avenue,residential,179.16200937826451,,False,Other
281617658,281616528,0,25820647,Selous Avenue,residential,212.12278744017388,,False,Other
281617658,281617026,0,25820671,Eighth Street,residential,136.22619508920877,,False,Other
281617658,281617669,0,25820671,Eighth Street,residential,131.0970415699283,,False,Other
281617663,281617064,0,25821067,Selous Avenue,residential,159.73854202306677,,False,Other
281617663,281617665,0,25821067,Selous Avenue,residential,82.42891621205155,,False,Other
281617663,2269911125,0,25923841,Sam Nujoma Street (2nd St. Extension),trunk,130.70380432895973,60,False,Other
281617663,2631138049,0,25923131,Sam Nujoma Street (2nd St. Extension),trunk,128.3211409387111,80,False,Other
281617665,281617667,0,25820809,Jomo Kenyatta Lane,residential,128.78547145943602,,False,Other
281617665,281617663,0,25821067,Selous Avenue,residential,82.42891621205155,,False,Other
281617665,281617143,0,25820809,Jomo Kenyatta Lane,residential,252.8694055591498,,False,Other
281617667,281617665,0,25820809,Jomo Kenyatta Lane,residential,128.78547145943602,,False,Other
281617667,2269911125,0,345324772,Julius Nyerere Way,primary,86.12491689487474,60,True,Julius Nyerere Way
281617667,281624892,0,25820809,Jomo Kenyatta Lane,residential,23.97239060701721,,False,Other
281617669,6162569922,0,25820671,Eighth Street,residential,62.89841616493506,,False,Other
281617669,281617656,0,25820744,Oliver Tambo Avenue,residential,178.7841496073589,,False,Other
281617669,281617057,0,25820744,Oliver Tambo Avenue,residential,212.69413810398353,,False,Other
281617669,281617658,0,25820671,Eighth Street,residential,131.0970415699283,,False,Other
281617693,277314727,0,305399672,Samora Machel Avenue,trunk,32.407176185596086,,True,Samora Machel Ave
281617693,282779897,0,376805513,ED Mnangagwa Road,trunk,16.28978833087599,,True,Other
281617711,3801922333,0,376805518,Nelson Mandela Avenue,primary_link,63.12779755752141,,True,Other
281617711,281617801,0,541552499,Nelson Mandela Avenue,secondary,43.09379206053419,,True,Other
281617749,281624949,0,25821108,Sam Nujoma Street (2nd Street),tertiary,96.70681846840066,60,True,Second Street
281617749,281643668,0,376805516,Nelson Mandela Avenue,tertiary,163.93062930565083,,True,Other
281617801,5236561425,0,376805517,Nelson Mandela Avenue,secondary,10.40647832910843,,True,Other
281617801,3801922333,0,649510177,ED Mnangagwa Road,primary,40.051566581485666,,True,Other
281617907,277314702,0,25446797,Enterprise Road,trunk,185.27595154470532,60,False,Other
281617907,281625203,0,25446797,Enterprise Road,trunk,116.5438542077487,60,False,Other
281617907,281616528,0,25820647,Selous Avenue,residential,177.36966343026305,,False,Other
281617927,281618031,0,376751014,Patrice Lumumba Street,residential,96.1508781881663,,True,Other
281617927,281616913,0,376805516,Nelson Mandela Avenue,tertiary,177.43039936996405,,True,Other
281617929,281615281,0,25821089,Harare Street,unclassified,12.812119701645182,,False,Other
281617929,281615612,0,25820795,Harare Street,secondary,31.234066205198918,60,True,Other
281618031,281617014,0,25820723,Patrice Lumumba Street,residential,101.26405377294863,,True,Other
281618031,282780028,0,25821043,George Silundika Avenue,residential,174.38111165986527,,False,Other
281618074,281617048,0,25446810,Fifth Street,residential,93.70734923558774,,False,Other
281618074,281624937,0,25446810,Fifth Street,residential,290.0967830734552,,False,Other
281618074,281624933,0,25821043,George Silundika Avenue,residential,177.50833938831386,,False,Other
281618074,282780026,0,25821043,George Silundika Avenue,residential,156.96050739422452,,False,Other
281618118,2269911127,0,25446810,Fifth Street,residential,128.25652348807827,,False,Other
281618118,281617048,0,25446810,Fifth Street,residential,135.9080303995798,,False,Other
281618118,282945130,0,25821382,Kwame Nkrumah Avenue,residential,176.22626762457475,,False,Kwame Nkrumah Ave
281618118,282780031,0,25821382,Kwame Nkrumah Avenue,residential,158.88743710491454,,False,Kwame Nkrumah Ave
281618140,5236561430,0,541552506,Nelson Mandela Avenue,secondary,96.7013848651907,,False,Other
281618140,281617048,0,541552506,Nelson Mandela Avenue,secondary,175.88003130817773,,False,Other
281618140,281624933,0,25820579,Sixth Street,residential,95.0977161982096,,False,Other
281618140,282945130,0,25820579,Sixth Street,residential,133.7518195802536,,False,Other
281618145,311749532,0,173225716,Simon Mazorodze Road,trunk,575.8167611509416,,True,Other
281618646,6189668598,0,26290586,,trunk_link,34.469917244149464,,True,Other
281618646,288196921,0,681520407,,trunk_link,47.92460352863869,,True,Other
281618674,282073471,0,25821032,Simon Mazorodze Road,secondary,411.6640617469328,80,True,Other
281618674,6178061167,0,104531035,,trunk_link,188.6904279932058,,True,Other
281618821,6190263319,0,757318718,Lytton Road,secondary,19.007572450672402,80,True,Other
281618821,312035442,0,640563801,Lytton Road,secondary,756.7665896468984,80,False,Other
281618829,11118124885,0,25446813,Kaguvi Street,unclassified,4.496320061574555,60,False,Other
281618829,282833201,0,25446813,Kaguvi Street,unclassified,157.72221597716947,60,False,Other
281618829,282775342,0,25923178,Bank Street,residential,92.05067048965995,,False,Other
281618851,6165116903,0,25821089,Harare Street,unclassified,45.01570246848877,,False,Other
281618851,281618871,0,25923788,Altena Farm Battle Street,residential,90.18621799211621,,False,Other
281618851,3522463766,0,217679710,Harare Street,unclassified,153.03644173084348,,False,Other
281618871,281619034,0,25923788,Altena Farm Battle Street,residential,91.88863312803292,,False,Other
281618871,281618851,0,25923788,Altena Farm Battle Street,residential,90.18621799211621,,False,Other
281618871,281616596,0,566669673,Mbuya Nehanda Street,residential,217.75545243020707,,False,Other
281618897,281619036,0,25446813,Kaguvi Street,unclassified,173.76620488696446,60,False,Other
281618897,315749118,0,28719105,,unclassified,21.274736583521644,,True,Other
281619034,283453901,0,566669676,Chinhoyi Street,tertiary,217.2989943736007,,False,Other
281619034,281618871,0,25923788,Altena Farm Battle Street,residential,91.88863312803292,,False,Other
281619034,2269911187,0,566669676,Chinhoyi Street,tertiary,504.76247919362595,,False,Other
281619036,282833211,0,25446813,Kaguvi Street,unclassified,23.381580772114546,60,False,Other
281619036,281618897,0,25446813,Kaguvi Street,unclassified,173.76620488696446,60,False,Other
281619036,281619039,0,25821146,Abercorn Street,residential,94.11007679187105,,False,Other
281619039,282833190,0,345302563,Harare Street,secondary,195.91183516128123,60,True,Other
281619039,281616596,0,25821146,Abercorn Street,residential,94.64940382386409,,False,Other
281619039,281619036,0,25821146,Abercorn Street,residential,94.11007679187105,,False,Other
281619095,3846704841,0,345135214,Fidel Castro Road,secondary,120.64698315320007,60,True,Other
281619095,283453901,0,566669676,Chinhoyi Street,tertiary,91.6038071325315,,False,Other
281619232,287984277,0,532701319,Remembrance Drive,primary,8.899148744966709,80,False,Other
281619232,4088671132,0,217679659,Remembrance Drive,tertiary,632.5269205427896,80,False,Other
281619232,283454138,0,305399658,Abdel Gamal Nasser Road,primary,244.2158478502117,,True,Other
281619276,281619232,0,305399658,Abdel Gamal Nasser Road,primary,139.45396781139826,,True,Other
281619450,282833190,0,25928366,Bute street,residential,89.39899321100509,,False,Other
281619450,281619746,0,25928366,Bute street,residential,95.08810150531622,,False,Other
281619450,281616596,0,566669673,Mbuya Nehanda Street,residential,198.3413470269819,,False,Other
281619450,281615532,0,566669673,Mbuya Nehanda Street,residential,163.92276945260204,,False,Other
281619625,281622685,0,25820807,Ivan Maguire Way,unclassified,381.03389242247096,60,False,Other
281619625,281619675,0,25820807,Ivan Maguire Way,unclassified,241.98394702905816,60,False,Other
281619625,315749115,0,28719104,,unclassified,55.02602345425705,,False,Other
281619675,282833211,0,25928372,,residential,71.44148041046755,,False,Other
281619675,281619625,0,25820807,Ivan Maguire Way,unclassified,241.98394702905816,60,False,Other
281619675,4108398591,0,25820807,Ivan Maguire Way,unclassified,321.43947443015037,60,False,Other
281619746,281619095,0,1356639278,Chinhoyi Street,tertiary,104.49396992905639,,True,Other
281619746,281619450,0,25928366,Bute street,residential,95.08810150531622,,False,Other
281619746,281616947,0,25928366,Bute street,residential,92.3870955203858,,False,Other
281619978,3522463771,0,345603617,,residential,86.83001008053604,,False,Other
281619978,283240822,0,345603617,,residential,10.55868779960424,,False,Other
281619978,281622241,0,25820880,Simon Mazorodze Road,secondary,253.074149045698,80,True,Other
281620066,312112323,0,104532504,Simon Mazorodze Road,unclassified,19.89921449212093,,False,Other
281620066,312361110,0,104532504,Simon Mazorodze Road,unclassified,397.0572666637462,,False,Other
281620066,6382349022,0,173225716,Simon Mazorodze Road,trunk,377.37365111895264,,True,Other
281620156,3522463765,0,25821242,Fidel Castro Road,secondary,122.666039236633,80,True,Other
281620156,3519879080,0,345302561,Fidel Castro Road,secondary_link,21.324161046577764,80,True,Other
281622054,283240822,0,26365065,Fidel Castro Road,secondary,98.20343910780508,,True,Other
281622241,281619276,0,25820758,,primary_link,341.14095680415426,,True,Other
281622241,281618145,0,25820880,Simon Mazorodze Road,secondary,185.1099390609229,,True,Other
281622685,281619625,0,25820807,Ivan Maguire Way,unclassified,381.0338924224709,60,False,Other
281622685,6179981449,0,25820939,,trunk_link,59.12258273210718,60,True,Other
281622730,281622685,0,25820939,,trunk_link,110.03372570131914,60,True,Other
281622730,281616520,0,26290579,Abdel Gamal Nasser Road,trunk,391.70262735695843,,True,Other
281622854,281614377,0,25279908,Mazowe Street,residential,191.3885403634454,,False,Other
281622854,281614332,0,25279908,Mazowe Street,residential,175.5784891332138,,False,Other
281622854,6177665164,0,25820715,Deary Avenue,residential,195.43912835192785,,False,Other
281623134,312737178,0,335747563,Vitalis Zvinavashe Road,primary,79.4972324513832,,False,Other
281623134,3131177553,0,29090910,,residential,143.67576407416965,,False,Other
281623134,6290533084,0,335747563,Vitalis Zvinavashe Road,primary,169.5238602729409,,False,Other
281623499,5169601607,0,532779872,Chiremba Road,secondary,32.4692294978406,80,False,Other
281623499,5169601614,0,532779873,Chiremba Road,secondary,40.588633785925836,80,False,Other
281623499,5169601610,0,532779876,Glenara Avenue South,primary,33.981178289796375,,False,Other
281623499,5169601606,0,532779878,Vitalis Zvinavashe Road,primary,30.10345228378328,,False,Other
281623891,281624950,0,217685605,McChlery Avenue,residential,19.567301916492067,,False,Other
281623891,2269949156,0,217685605,McChlery Avenue,residential,14.186346853606134,,False,Other
281623891,281625030,0,25820743,Samora Machel Avenue,trunk,488.6628858785113,80,True,Samora Machel Ave
281623969,277314933,0,25281196,Bodle Avenue,residential,14.649942402637397,,False,Other
281623969,281623891,0,25820743,Samora Machel Avenue,trunk,320.62459574238574,80,True,Samora Machel Ave
281624778,283453905,0,25983189,Harare Road,residential,70.66319298955871,,True,Other
281624778,4088671132,0,217679659,Remembrance Drive,tertiary,141.2097434517278,80,False,Other
281624778,283453895,0,406809992,Remembrance Drive,tertiary,516.234873969659,80,False,Other
281624852,281615527,0,566669674,Jason Moyo Avenue,tertiary,88.19886165631277,,True,Other
281624852,282950548,0,1356639278,Chinhoyi Street,tertiary,115.73875580773053,,True,Other
281624853,281624854,0,25821104,Joseph Msika Street,tertiary,113.90640059639779,,False,Other
281624853,281624852,0,566669677,Jason Moyo Avenue,tertiary,97.45221102435171,,True,Other
281624854,282780239,0,541564206,Agostinho Neto Avenue,residential,90.67681013235442,,False,Other
281624854,281624853,0,25821104,Joseph Msika Street,tertiary,113.90640059639779,,False,Other
281624854,2269911162,0,25821104,Joseph Msika Street,tertiary,111.86598600155064,,False,Other
281624855,281624858,0,25820923,Park Street,residential,219.1802119504768,,True,Other
281624855,281615336,0,25821341,Nelson Mandela Avenue,residential,80.02542558619692,,True,Other
281624858,281624855,0,25821341,Nelson Mandela Avenue,residential,15.157457553015323,,True,Other
281624858,281624889,0,39321381,Park Street,residential,136.45229128543946,,True,Other
281624859,281624852,0,25923812,Chinhoyi Street,tertiary,81.11348517991122,,True,Other
281624859,281624858,0,25821341,Nelson Mandela Avenue,residential,115.66983568882907,,True,Other
281624887,281624855,0,25820923,Park Street,residential,136.23520495589847,,True,Other
281624887,282779982,0,25821344,Kwame Nkrumah (Union) Avenue,residential,97.24545213037415,,False,Kwame Nkrumah Ave
281624887,281624889,0,25821344,Kwame Nkrumah (Union) Avenue,residential,16.066103653752712,,False,Kwame Nkrumah Ave
281624888,10595551312,0,368354249,Samora Machel Avenue,trunk,58.87777837118812,,True,Samora Machel Ave
281624889,281624887,0,25821344,Kwame Nkrumah (Union) Avenue,residential,16.066103653752712,,False,Kwame Nkrumah Ave
281624889,281624888,0,39321381,Park Street,residential,133.8881256165112,,True,Other
281624889,10713336269,0,25821307,Kwame Nkrumah (Union) Avenue,residential,53.26392250764129,,False,Kwame Nkrumah Ave
281624890,282780041,0,532698230,Julius Nyerere Way,primary,44.438075425487575,60,True,Julius Nyerere Way
281624890,282780037,0,25820789,,trunk_link,48.32531375724513,80,True,Other
281624892,281617667,0,25820809,Jomo Kenyatta Lane,residential,23.97239060701721,,False,Other
281624892,281636731,0,25821365,Jomo Kenyatta Lane,residential,224.58309111001842,,False,Other
281624892,281636731,1,25923840,Julius Nyerere Way,primary,192.1009452024479,60,True,Julius Nyerere Way
281624923,282779898,0,681644398,Liberation Legacy Way,secondary,12.932201549134207,80,False,Other
281624923,290068160,0,681644399,Samora Machel Avenue,trunk,180.61941220571345,,True,Samora Machel Ave
281624923,282779938,0,25512026,Liberation Legacy Way,secondary,130.2692371344378,80,False,Other
281624932,282779938,0,25512026,Liberation Legacy Way,secondary,130.15657310729077,80,False,Other
281624932,281617654,0,541552493,Nelson Mandela Avenue,secondary,101.73801152246827,,False,Other
281624932,5236561430,0,541552505,Nelson Mandela Avenue,secondary,83.8563819026594,,True,Other
281624933,281618140,0,25820579,Sixth Street,residential,95.0977161982096,,False,Other
281624933,281624948,0,25821043,George Silundika Avenue,residential,241.40779691811443,,False,Other
281624933,281618074,0,25821043,George Silundika Avenue,residential,177.50833938831386,,False,Other
281624937,281618074,0,25446810,Fifth Street,residential,290.0967830734552,,False,Other
281624937,281642842,0,25446810,Fifth Street,residential,113.01911617933239,,False,Other
281624937,281638403,0,25821358,Robert Mugabe Road,secondary,256.6571155172842,60,True,Robert Mugabe Rd
281624948,283432172,0,25981036,,unclassified,133.8239055689194,,False,Other
281624948,281617654,0,25821043,George Silundika Avenue,residential,104.98816917320818,,False,Other
281624948,281624933,0,25821043,George Silundika Avenue,residential,241.40779691811443,,False,Other
281624949,11372729014,0,25821097,George Silundika Drive,residential,133.90850834243975,40,False,Other
281624949,11308999649,0,25821108,Sam Nujoma Street (2nd Street),tertiary,107.8825900116968,60,True,Second Street
281624950,281623891,0,217685605,McChlery Avenue,residential,19.567301916492067,,False,Other
281624950,281625105,0,25820776,Peterborough Avenue,residential,367.23574247428036,,False,Other
281624950,281625117,0,25820583,McChlery Avenue,residential,137.68455297459323,,False,Other
281624981,281624997,0,25820746,Hampshire Drive,residential,102.24690478058115,,False,Other
281624981,281624981,0,25820746,Hampshire Drive,residential,100.1086161703407,,False,Other
281624981,281624981,1,25820746,Hampshire Drive,residential,100.1086161703407,,False,Other
281624986,281624997,0,25928533,McChlery Avenue,residential,101.52303370934337,,False,Other
281624997,281624981,0,25820746,Hampshire Drive,residential,102.24690478058115,,False,Other
281624997,281624986,0,25928533,McChlery Avenue,residential,101.52303370934337,,False,Other
281624997,281625037,0,25928533,McChlery Avenue,residential,119.93316539007496,,False,Other
281625003,281626437,0,25820659,Northampton Crescent,residential,122.24356071139084,,False,Other
281625003,281625022,0,25821351,Cumberland Road,residential,257.98619442137164,,False,Other
281625003,281625043,0,25821351,Cumberland Road,residential,251.7343163149576,,False,Other
281625021,281625022,0,25821351,Cumberland Road,residential,28.425644185764146,,False,Other
281625021,282779573,0,399695205,ED Mnangagwa Road,trunk,334.4243576657749,60,False,Other
281625021,277314820,0,399695205,ED Mnangagwa Road,trunk,445.3116712633705,60,False,Other
281625022,281625021,0,25821351,Cumberland Road,residential,28.425644185764146,,False,Other
281625022,281625130,0,25820583,McChlery Avenue,residential,228.66484656465374,,False,Other
281625022,281625003,0,25821351,Cumberland Road,residential,257.98619442137164,,False,Other
281625029,281625030,0,25821351,Cumberland Road,residential,13.826328853138088,,False,Other
281625029,2269949156,0,346606173,Samora Machel Road,trunk,485.8830131415093,,True,Samora Machel Ave
281625030,281625037,0,25821351,Cumberland Road,residential,41.18871900467321,,False,Other
281625030,281625029,0,25821351,Cumberland Road,residential,13.826328853138088,,False,Other
281625030,281625430,0,25820743,Samora Machel Avenue,trunk,96.31107619871611,80,True,Samora Machel Ave
281625037,281625030,0,25821351,Cumberland Road,residential,41.18871900467321,,False,Other
281625037,281625043,0,25821351,Cumberland Road,residential,236.9495633945161,,False,Other
281625037,281624997,0,25928533,McChlery Avenue,residential,119.93316539007498,,False,Other
281625043,281625124,0,25820757,Buckingham Road,residential,137.0355855479666,,False,Other
281625043,281625003,0,25821351,Cumberland Road,residential,251.7343163149576,,False,Other
281625043,281625037,0,25821351,Cumberland Road,residential,236.9495633945161,,False,Other
281625076,281625084,0,658049525,,residential,50.6047034668431,,False,Other
281625076,281625087,0,25820741,Glouchester Drive,residential,102.22443243448632,,False,Other
281625076,281625124,0,25820741,Glouchester Drive,residential,101.87815017583958,,False,Other
281625084,281625076,0,658049525,,residential,50.6047034668431,,False,Other
281625084,281625084,0,25820766,,residential,122.31321928928719,,False,Other
281625084,281625084,1,25820766,,residential,122.3132192892872,,False,Other
281625087,281625093,0,25820659,Northampton Crescent,residential,245.15623575618136,,False,Other
281625087,281626328,0,25820659,Northampton Crescent,residential,115.55974527297987,,False,Other
281625087,281625076,0,25820741,Glouchester Drive,residential,102.22443243448632,,False,Other
281625092,281625098,0,25820757,Buckingham Road,residential,91.39718899781009,,False,Other
281625093,281625257,0,25820776,Peterborough Avenue,residential,114.26699186563127,,False,Other
281625093,281625098,0,25820776,Peterborough Avenue,residential,117.14683178598041,,False,Other
281625093,281625193,0,25820659,Northampton Crescent,residential,294.89227737387364,,False,Other
281625093,281625087,0,25820659,Northampton Crescent,residential,245.1562357561814,,False,Other
281625098,281625092,0,25820757,Buckingham Road,residential,91.39718899781009,,False,Other
281625098,281625093,0,25820776,Peterborough Avenue,residential,117.14683178598041,,False,Other
281625098,281625105,0,25820776,Peterborough Avenue,residential,110.18243150739687,,False,Other
281625098,281625124,0,25820757,Buckingham Road,residential,242.94855828241174,,False,Other
281625105,281625098,0,25820776,Peterborough Avenue,residential,110.18243150739687,,False,Other
281625105,281625193,0,25820751,Wembley Crescent,residential,295.8160655034626,,False,Other
281625105,281624950,0,25820776,Peterborough Avenue,residential,367.23574247428036,,False,Other
281625117,281624950,0,25820583,McChlery Avenue,residential,137.68455297459323,,False,Other
281625117,281625129,0,25820583,McChlery Avenue,residential,600.5109948849129,,False,Other
281625117,281625195,0,290944485,Amagh Avenue,residential,139.80080708739231,,False,Other
281625124,281625076,0,25820741,Glouchester Drive,residential,101.87815017583958,,False,Other
281625124,281625043,0,25820757,Buckingham Road,residential,137.0355855479666,,False,Other
281625124,281625098,0,25820757,Buckingham Road,residential,242.94855828241174,,False,Other
281625129,281625203,0,290944485,Amagh Avenue,residential,18.59872856157554,,False,Other
281625129,281625117,0,25820583,McChlery Avenue,residential,600.5109948849129,,False,Other
281625129,281625257,0,25820583,McChlery Avenue,residential,393.7022233202614,,False,Other
281625129,281625195,0,290944485,Amagh Avenue,residential,145.41071144044201,,False,Other
281625130,281626328,0,25820768,Huntingdon Avenue,residential,104.56846662177578,,False,Other
281625130,281625257,0,25820583,McChlery Avenue,residential,360.8392523216918,,False,Other
281625130,281625022,0,25820583,McChlery Avenue,residential,228.66484656465374,,False,Other
281625193,281625195,0,25820751,Wembley Crescent,residential,114.76129733956631,,False,Other
281625193,281625093,0,25820659,Northampton Crescent,residential,294.89227737387364,,False,Other
281625193,281625105,0,25820751,Wembley Crescent,residential,295.8160655034626,,False,Other
281625194,281625195,0,25820751,Wembley Crescent,residential,109.26371914424898,,False,Other
281625195,281625193,0,25820751,Wembley Crescent,residential,114.76129733956631,,False,Other
281625195,281625194,0,25820751,Wembley Crescent,residential,109.26371914424898,,False,Other
281625195,281625117,0,290944485,Amagh Avenue,residential,139.80080708739231,,False,Other
281625195,281625129,0,290944485,Amagh Avenue,residential,145.41071144044201,,False,Other
281625203,281625129,0,290944485,Amagh Avenue,residential,18.59872856157554,,False,Other
281625203,281617907,0,25446797,Enterprise Road,trunk,116.5438542077487,60,False,Other
281625203,277315173,0,25446797,Enterprise Road,trunk,248.65844677556922,60,False,Other
281625257,281625093,0,25820776,Peterborough Avenue,residential,114.26699186563127,,False,Other
281625257,281625129,0,25820583,McChlery Avenue,residential,393.7022233202614,,False,Other
281625257,281625130,0,25820583,McChlery Avenue,residential,360.8392523216918,,False,Other
281625298,281625304,0,25820614,Samora Machel Road,trunk,206.2651907119403,,True,Samora Machel Ave
281625298,281625410,0,28843914,Inverness Road,residential,16.533314837031263,,False,Other
281625304,3531172123,0,26957024,,residential,15.967167989911433,,False,Other
281625304,3531172137,0,26957024,Renfrew Road,residential,469.0885448046902,,False,Other
281625304,281625305,0,346606173,Samora Machel Road,trunk,120.77876361824433,,True,Samora Machel Ave
281625305,281625430,0,26957026,Angus Road,residential,13.641680202674529,,False,Other
281625305,281625029,0,346606173,Samora Machel Road,trunk,89.31645505665432,,True,Samora Machel Ave
281625389,317125810,0,28843912,Renfrew Road,residential,19.139228588849207,,False,Other
281625389,317125836,0,28843912,Renfrew Road,residential,111.16301983643925,,False,Other
281625410,317125863,0,28843914,Inverness Road,residential,19.357836387208856,,False,Other
281625410,281625298,0,28843914,Inverness Road,residential,16.533314837031263,,False,Other
281625410,281625389,0,25820743,Samora Machel Avenue,trunk,453.5352653098671,80,True,Samora Machel Ave
281625430,281625305,0,26957026,Angus Road,residential,13.641680202674529,,False,Other
281625430,295394103,0,26957026,Angus Road,residential,21.534422326750086,,False,Other
281625430,3531172123,0,25820743,Samora Machel Avenue,trunk,119.45552968681335,80,True,Samora Machel Ave
281626328,281625130,0,25820768,Huntingdon Avenue,residential,104.56846662177578,,False,Other
281626328,281625087,0,25820659,Northampton Crescent,residential,115.55974527297988,,False,Other
281626328,281626437,0,25820659,Northampton Crescent,residential,118.03563750715617,,False,Other
281626437,281625003,0,25820659,Northampton Crescent,residential,122.24356071139084,,False,Other
281626437,281626328,0,25820659,Northampton Crescent,residential,118.03563750715617,,False,Other
281626437,13015945801,0,25820770,,residential,92.55141260083032,,False,Other
281627056,6375081023,0,680818623,Enterprise Road South,primary,12.316244190851666,80,True,Other
281627056,6375081022,0,680818625,Robert Mugabe Road,primary,16.0081109811918,60,True,Robert Mugabe Rd
281627081,283431720,0,25981034,,residential,50.338539537693585,,False,Other
281627081,281627158,0,217893554,Robert Mugabe Road,primary,104.01979268414665,,False,Robert Mugabe Rd
281627081,2243568462,0,217893554,Robert Mugabe Road,primary,208.5454740379094,,False,Robert Mugabe Rd
281627158,281627081,0,217893554,Robert Mugabe Road,primary,104.01979268414665,,False,Robert Mugabe Rd
281627158,2272008951,0,217893555,Robert Mugabe Road,primary,159.00673832676551,60,True,Robert Mugabe Rd
281627223,2272008938,0,649508162,Robert Mugabe Road,primary,83.17087299400986,60,True,Robert Mugabe Rd
281627223,2272008936,0,649508164,Chiremba Road,primary_link,53.21492368604818,60,True,Other
281627223,2272008973,0,649508166,Chiremba Road,secondary,50.79713276848305,60,True,Other
281627407,2243568462,0,217893554,Robert Mugabe Road,primary,79.17657178500102,,False,Robert Mugabe Rd
281627407,283431720,0,25981033,Wheeler Avenue,residential,301.9797279268814,,False,Other
281627407,281627789,0,217893554,Robert Mugabe Road,primary,438.82299561598217,,False,Robert Mugabe Rd
281627576,281643286,0,25281196,Bodle Avenue,residential,34.700553842759746,,False,Other
281627576,281627642,0,376805522,Robert Mugabe Road,primary,242.62866796863628,60,False,Robert Mugabe Rd
281627576,7403954632,0,376805522,Robert Mugabe Road,primary,250.83313655052308,60,False,Robert Mugabe Rd
281627642,281627576,0,376805522,Robert Mugabe Road,primary,242.62866796863628,60,False,Robert Mugabe Rd
281627642,281640207,0,376805522,Robert Mugabe Road,primary,103.06971736386578,60,False,Robert Mugabe Rd
281627642,281642912,0,25821359,Market Street,residential,88.70155157064012,,False,Other
281627648,7403954632,0,376805522,Robert Mugabe Road,primary,24.474484127625853,60,False,Robert Mugabe Rd
281627648,2272008926,0,217893556,Robert Mugabe Road,primary,93.2113314615217,60,True,Robert Mugabe Rd
281627789,283432158,0,25983161,Daventry Road,residential,12.300873354785827,,False,Other
281627789,281627407,0,217893554,Robert Mugabe Road,primary,438.8229956159821,,False,Robert Mugabe Rd
281628935,312238094,0,26365053,Kelvin Road,unclassified,126.11060059428239,,False,Other
281628935,281628946,0,345135223,Seke Road,primary,104.78144784772185,80,False,Other
281628935,4088673088,0,671888116,Seke Road,primary,469.26797890026614,80,False,Other
281628941,281628946,0,345135223,Seke Road,primary,98.73232819989474,80,False,Other
281628941,312234501,0,28421221,Cam Road,unclassified,232.518586591663,,False,Other
281628941,281629174,0,405498337,Seke Road,primary,190.03285189416113,80,False,Other
281628946,281628941,0,345135223,Seke Road,primary,98.73232819989474,80,False,Other
281628946,312532171,0,405498332,Culverwell Road,residential,26.370683879708274,,False,Other
281628946,281628935,0,345135223,Seke Road,primary,104.78144784772185,80,False,Other
281629135,3520084489,0,405498331,Cripps Road,primary,43.22966814345878,,False,Other
281629135,277992389,0,405498333,Vitalis Zvinavashe Road,primary,47.96183115993411,,False,Other
281629135,281629162,0,405498336,Seke Road,primary,128.66750996815043,80,False,Other
281629135,3520084492,0,1037513998,Seke Road,primary,35.9365046600137,80,False,Other
281629157,4076915943,0,28446910,Maitland Avenue,residential,19.79921220516206,,False,Other
281629157,281629161,0,405498337,Seke Road,primary,259.55542247389667,80,False,Other
281629157,281629162,0,405498337,Seke Road,primary,182.23607493586246,80,False,Other
281629161,4076915935,0,28450166,Arcadia Square,residential,17.56117669877602,,False,Other
281629161,281629173,0,405498337,Seke Road,primary,61.53137080216382,80,False,Other
281629161,281629157,0,405498337,Seke Road,primary,259.55542247389667,80,False,Other
281629162,281629135,0,405498336,Seke Road,primary,128.66750996815043,80,False,Other
281629162,3520084487,0,345324804,,primary_link,178.66662348301222,,True,Other
281629162,281629157,0,405498337,Seke Road,primary,182.23607493586246,80,False,Other
281629173,281629174,0,405498337,Seke Road,primary,56.652013781241784,80,False,Other
281629173,281629161,0,405498337,Seke Road,primary,61.53137080216382,80,False,Other
281629173,312238229,0,28421226,Stevenson Road,unclassified,213.50773412889853,,False,Other
281629174,312532154,0,28449625,Stuhadt Avenue,residential,28.405172887423664,,False,Other
281629174,281629173,0,405498337,Seke Road,primary,56.652013781241784,80,False,Other
281629174,281628941,0,405498337,Seke Road,primary,190.03285189416115,80,False,Other
281629290,3520084492,0,680857411,Seke Road,primary,271.6454702617869,80,False,Other
281630131,312738496,0,28472841,Brooks Drive,residential,134.8531504622061,80,False,Other
