segment_id,road_name,artery,highway,length_m,oneway,avg_congestion,avg_speed_kmh,avg_vehicles,mid_lat,mid_lon,congestion_band,band_colour
279220808_279220807,Colquhoun Street,Other,residential,157.3011012853579,0,0.2981,43.54,30.0,-17.828588,31.044342,Free flow,#1D9E75
279529190_277991614,Canterbury Road,Other,residential,66.75452167217449,0,0.2942,43.76,30.0,-17.825797,31.052873,Free flow,#1D9E75
279529190_279201601,Canterbury Road,Other,residential,106.7092551138998,0,0.2861,44.21,29.0,-17.829373,31.058772,Free flow,#1D9E75
279529190_279529208,Canterbury Close,Other,residential,236.33479646086747,0,0.2855,44.24,29.0,-17.834746,31.036927,Free flow,#1D9E75
279529208_279529190,Canterbury Close,Other,residential,236.33479646086747,0,0.2645,45.4,26.0,-17.829309,31.057127,Free flow,#1D9E75
279529208_279529739,McLoughin Road,Other,residential,133.68084933848013,0,0.2721,44.98,28.0,-17.821844,31.042439,Free flow,#1D9E75
279529208_279539697,McLoughin Road,Other,residential,170.85326337379826,0,0.3005,43.41,30.0,-17.83967,31.060403,Moderate,#BA7517
279529739_279529208,McLoughin Road,Other,residential,133.68084933848013,0,0.2576,45.78,26.0,-17.829828,31.043324,Free flow,#1D9E75
279529739_281816444,Vale Close,Other,residential,227.30095390749744,0,0.2691,45.15,27.0,-17.8369,31.05916,Free flow,#1D9E75
279529739_282034656,McLoughin Road,Other,residential,318.7192516863673,0,0.3103,42.87,32.0,-17.820813,31.063111,Moderate,#BA7517
279539606_279539607,McLoughin Road,Other,residential,66.42036680430277,0,0.2685,45.18,29.0,-17.843886,31.060773,Free flow,#1D9E75
279539607_279539606,McLoughin Road,Other,residential,66.42036680430277,0,0.3001,43.44,31.0,-17.835701,31.054937,Moderate,#BA7517
279539607_279539697,McLoughin Road,Other,residential,168.26176995891834,0,0.2903,43.97,31.0,-17.827755,31.05032,Free flow,#1D9E75
279539607_281816413,Stidolph Road,Other,residential,314.82518814149034,0,0.2854,44.25,29.0,-17.817668,31.047018,Free flow,#1D9E75
279539697_279529208,McLoughin Road,Other,residential,170.85326337379826,0,0.3058,43.12,31.0,-17.831515,31.066604,Moderate,#BA7517
279539697_279539607,McLoughin Road,Other,residential,168.26176995891834,0,0.274,44.87,28.0,-17.83567,31.045841,Free flow,#1D9E75
279539697_279539827,McLoughin Close,Other,residential,104.88586682748873,0,0.2901,43.99,31.0,-17.814989,31.042612,Free flow,#1D9E75
279539827_279539697,McLoughin Close,Other,residential,104.88586682748873,0,0.2641,45.42,26.0,-17.843248,31.058897,Free flow,#1D9E75
2801687298_2801687299,,Other,residential,58.6768223791098,0,0.2992,43.48,31.0,-17.849621,31.044917,Free flow,#1D9E75
2801687298_317139539,,Other,unclassified,105.79766861981456,0,0.2643,45.41,27.0,-17.827222,31.043444,Free flow,#1D9E75
2801687298_317139577,,Other,unclassified,311.32366691595894,0,0.2926,43.85,30.0,-17.835219,31.038723,Free flow,#1D9E75
2801687299_2801687298,,Other,residential,58.6768223791098,0,0.2524,46.07,27.0,-17.839625,31.047913,Free flow,#1D9E75
2801687299_2801687602,,Other,residential,196.5870138611178,0,0.2737,44.89,27.0,-17.824944,31.051741,Free flow,#1D9E75
2801687299_9058677578,,Other,residential,115.2364870384118,0,0.3011,43.38,32.0,-17.828887,31.054858,Moderate,#BA7517
2801687602_2801687299,,Other,residential,196.5870138611178,0,0.2827,44.4,29.0,-17.835745,31.061633,Free flow,#1D9E75
2801687602_9058677581,,Other,unclassified,107.55165392875162,0,0.2898,44.01,30.0,-17.841825,31.057573,Free flow,#1D9E75
2801687602_9058677586,,Other,unclassified,12.62399313799423,0,0.2956,43.68,31.0,-17.823551,31.050707,Free flow,#1D9E75
281579577_277315007,Orchard Close,Other,residential,118.00080758511812,0,0.2846,44.29,30.0,-17.825438,31.050636,Free flow,#1D9E75
281585567_6167345539,Enterprise Road,Other,tertiary,29.02132178746887,1,0.2685,45.18,28.0,-17.831799,31.057413,Free flow,#1D9E75
281586442_281586487,Kenneth Kaunda Avenue,Other,secondary,78.6936559873064,0,0.2775,44.68,28.0,-17.815282,31.064706,Free flow,#1D9E75
281586442_281587338,Kenneth Kaunda Avenue,Other,secondary,314.5107573968191,0,0.2834,44.36,30.0,-17.84004,31.053741,Free flow,#1D9E75
281586487_281586442,Kenneth Kaunda Avenue,Other,secondary,78.6936559873064,0,0.3004,43.42,31.0,-17.843906,31.048045,Moderate,#BA7517
281586487_281642453,Kenneth Kaunda Avenue,Other,secondary,137.32443586506707,0,0.2926,43.85,30.0,-17.83683,31.043035,Free flow,#1D9E75
281587338_281586442,Kenneth Kaunda Avenue,Other,secondary,314.5107573968191,0,0.2714,45.02,27.0,-17.831344,31.038707,Free flow,#1D9E75
281587338_281590333,Fourth Street/ S.V Muzenda,Other,secondary,68.56267955104192,1,0.2946,43.74,30.0,-17.828891,31.058906,Free flow,#1D9E75
281590075_277314702,ED Mnangagwa Road,Other,trunk,36.46359685280539,1,0.2785,44.63,29.0,-17.833005,31.058061,Free flow,#1D9E75
281590333_281638695,Fourth Street/ S.V Muzenda,Other,secondary,90.71491007341552,1,0.2654,45.35,28.0,-17.827969,31.058056,Free flow,#1D9E75
281590333_282774700,Robson Manyika Avenue,Other,secondary,275.8782207416381,1,0.2609,45.6,27.0,-17.84158,31.051302,Free flow,#1D9E75
281590548_277994813,Liberation Legacy Way,Other,secondary,163.36619191432408,0,0.2852,44.26,29.0,-17.818702,31.065991,Free flow,#1D9E75
281590548_279205471,Herbert Ushewokunze Avenue,Other,residential,182.781841693534,0,0.2791,44.59,28.0,-17.831654,31.047901,Free flow,#1D9E75
281590548_281590557,Liberation Legacy Way,Other,secondary,162.25607885975904,0,0.2904,43.97,29.0,-17.821473,31.061671,Free flow,#1D9E75
281590557_277994795,Liberation Legacy Way,Other,secondary,126.00704794001727,0,0.2892,44.04,30.0,-17.828048,31.052162,Free flow,#1D9E75
281590557_279205519,Leonid Brezhnev Street,Other,residential,179.5649914229,0,0.2961,43.66,30.0,-17.82708,31.046713,Free flow,#1D9E75
281590557_281590548,Liberation Legacy Way,Other,secondary,162.25607885975904,0,0.2795,44.57,28.0,-17.826121,31.058201,Free flow,#1D9E75
281593863_281611597,Rowland Square,Other,residential,320.0552145407411,0,0.2902,43.98,30.0,-17.827157,31.056451,Free flow,#1D9E75
281593863_308502080,Coxwell Avenue,Other,residential,105.4103173911008,0,0.2748,44.83,29.0,-17.825501,31.055947,Free flow,#1D9E75
281595556_281595807,Clayton Road,Other,residential,157.11242558001751,0,0.2916,43.91,30.0,-17.819675,31.05331,Free flow,#1D9E75
281595556_281612424,Clayton Road,Other,residential,150.21893312875667,0,0.2804,44.52,29.0,-17.829289,31.05217,Free flow,#1D9E75
281595807_277315668,Divine Road,Other,residential,307.30969385535525,0,0.2735,44.9,28.0,-17.824939,31.07538,Free flow,#1D9E75
281595807_279219295,Divine Road,Other,residential,145.15334428563352,0,0.2681,45.2,28.0,-17.831719,31.063861,Free flow,#1D9E75
281595807_281595556,Clayton Road,Other,residential,157.11242558001751,0,0.276,44.77,28.0,-17.818733,31.059447,Free flow,#1D9E75
281595960_2269911111,Coxwell Avenue,Other,residential,164.44830472805054,0,0.2761,44.76,29.0,-17.836698,31.053602,Free flow,#1D9E75
281595960_279210371,Routledge Street,Other,residential,225.81894904776013,0,0.315,42.61,32.0,-17.81567,31.062167,Moderate,#BA7517
281595960_292847186,Routledge Street,Other,residential,192.8395708539541,0,0.2891,44.04,30.0,-17.831298,31.057488,Free flow,#1D9E75
281611597_2269911111,Coxwell Avenue,Other,residential,104.31671355963122,0,0.2862,44.2,29.0,-17.843102,31.052783,Free flow,#1D9E75
281611597_281593863,Rowland Square,Other,residential,324.93424031209,0,0.2835,44.35,29.0,-17.82987,31.049629,Free flow,#1D9E75
281612116_281612424,Clayton Road,Other,residential,39.50770381136648,0,0.2898,44.01,29.0,-17.836738,31.051758,Free flow,#1D9E75
281612116_281615749,Princes Road,Other,secondary,69.68005828732645,0,0.2918,43.89,31.0,-17.823821,31.022204,Free flow,#1D9E75
281612116_288560783,Princes Road,Other,secondary,68.11206254008252,0,0.3051,43.16,32.0,-17.836497,31.054547,Moderate,#BA7517
281612424_281595556,Clayton Road,Other,residential,150.21893312875667,0,0.3022,43.32,31.0,-17.834744,31.04786,Moderate,#BA7517
281612424_281612116,Clayton Road,Other,residential,39.50770381136648,0,0.2664,45.29,27.0,-17.846996,31.067768,Free flow,#1D9E75
281612917_279220773,Wells Avenue,Other,residential,117.04567198274822,0,0.2638,45.44,28.0,-17.834796,31.052717,Free flow,#1D9E75
281612917_288560668,Herbert Chitepo Avenue,Other,residential,167.68177568083294,0,0.3024,43.31,31.0,-17.851532,31.041159,Moderate,#BA7517
281612917_292413858,Herbert Chitepo Avenue,Other,residential,40.40977470305303,0,0.2694,45.13,28.0,-17.844402,31.052055,Free flow,#1D9E75
281614238_281614332,Mazowe Street,Other,residential,157.93987270691125,0,0.2796,44.57,29.0,-17.824502,31.042525,Free flow,#1D9E75
281614238_281614335,Ross Avenue,Other,residential,131.21919090014637,0,0.2716,45.01,28.0,-17.824287,31.057061,Free flow,#1D9E75
281614238_281616258,Mazowe Street,Other,residential,152.90878762046475,0,0.291,43.94,29.0,-17.827345,31.055316,Free flow,#1D9E75
281614283_281614334,Allan Wilson Avenue,Other,residential,146.29448130999845,0,0.2724,44.97,28.0,-17.839165,31.061695,Free flow,#1D9E75
281614332_281614238,Mazowe Street,Other,residential,157.93987270691127,0,0.2892,44.04,29.0,-17.831362,31.044967,Free flow,#1D9E75
281614332_281614337,Pascoe Avenue,Other,residential,196.30350667366687,0,0.2953,43.7,30.0,-17.830987,31.052858,Free flow,#1D9E75
281614332_281622854,Mazowe Street,Other,residential,175.5784891332138,0,0.2917,43.9,30.0,-17.840789,31.039475,Free flow,#1D9E75
281614334_13102753665,Mazowe Street,Other,residential,92.83488929647942,0,0.291,43.94,30.0,-17.818196,31.059243,Free flow,#1D9E75
281614334_275395694,Mazowe Street,Other,residential,205.07051858022703,0,0.2706,45.06,28.0,-17.82351,31.057496,Free flow,#1D9E75
281614334_281614283,Allan Wilson Avenue,Other,residential,146.29448130999845,0,0.2727,44.95,28.0,-17.832833,31.057275,Free flow,#1D9E75
281614335_281614238,Ross Avenue,Other,residential,131.21919090014637,0,0.2857,44.23,29.0,-17.830729,31.052548,Free flow,#1D9E75
281614337_275392927,Sam Nujoma Street (2nd St. Extension),Other,trunk,362.3209537154638,0,0.2765,44.74,29.0,-17.829188,31.0565,Free flow,#1D9E75
281614337_281614332,Pascoe Avenue,Other,residential,196.30350667366687,0,0.2893,44.03,30.0,-17.848288,31.06788,Free flow,#1D9E75
281614337_6177665164,Sam Nujoma Street (2nd St. Extension),Other,trunk,178.3008350995107,0,0.2843,44.3,29.0,-17.833055,31.049805,Free flow,#1D9E75
281614377_13102753665,Mazowe Street,Other,residential,93.043191715986,0,0.3015,43.36,30.0,-17.836746,31.053859,Moderate,#BA7517
281614377_281622854,Mazowe Street,Other,residential,191.3885403634454,0,0.2685,45.18,28.0,-17.839459,31.042142,Free flow,#1D9E75
281614377_6178005579,Fairbridge Avenue,Other,residential,197.6495045460489,0,0.2638,45.44,27.0,-17.833343,31.044227,Free flow,#1D9E75
281614421_6167345552,Enterprise Road,Other,tertiary,13.716065572178142,1,0.2845,44.3,29.0,-17.815698,31.053468,Free flow,#1D9E75
281614431_281585567,Enterprise Road,Other,tertiary,12.4871645512731,1,0.2866,44.18,30.0,-17.825517,31.063093,Free flow,#1D9E75
281614431_6167349089,Enterprise Road,Other,tertiary,129.20119952407333,1,0.2758,44.78,28.0,-17.835805,31.050081,Free flow,#1D9E75
281614571_281614421,Enterprise Road,Other,tertiary,15.574210289401131,1,0.2764,44.74,29.0,-17.826097,31.050276,Free flow,#1D9E75
281614571_6167349091,Enterprise Road,Other,tertiary,173.9897067724281,1,0.275,44.82,29.0,-17.819079,31.04864,Free flow,#1D9E75
281615241_281615749,Princes Road,Other,secondary,163.41060380596866,0,0.2838,44.33,30.0,-17.823108,31.047417,Free flow,#1D9E75
281615241_4125630646,,Other,residential,40.21000710566203,0,0.3004,43.42,31.0,-17.830451,31.055354,Moderate,#BA7517
281615281_281617929,Harare Street,Other,unclassified,12.812119701645182,0,0.2654,45.35,26.0,-17.836448,31.03821,Free flow,#1D9E75
281615281_6165116903,Harare Street,Other,unclassified,50.84583677592754,0,0.2541,45.97,26.0,-17.82503,31.064786,Free flow,#1D9E75
281615281_6165256357,Fidel Castro Road,Other,secondary,56.219713946607065,1,0.2618,45.55,28.0,-17.827617,31.046167,Free flow,#1D9E75
281615336_2269911142,Nelson Mandela Avenue,Other,tertiary,107.4837658645546,1,0.2935,43.8,30.0,-17.823358,31.059438,Free flow,#1D9E75
281615336_4402762180,Leopold Takawira Street,Other,tertiary,29.29641774847157,1,0.2743,44.86,29.0,-17.825565,31.040384,Free flow,#1D9E75
281615444_282779969,Leopold Takawira Street,Other,secondary,16.15117932173257,0,0.2708,45.05,27.0,-17.822048,31.058931,Free flow,#1D9E75
281615444_282780043,Samora Machel Avenue,Samora Machel Ave,trunk,226.80812239136705,1,0.4259,36.52,67.0,-17.8355,31.05896,Moderate,#BA7517
281615470_1368793591,Abdel Gamal Nasser Road,Other,trunk,27.033395331435543,0,0.294,43.77,30.0,-17.819774,31.056208,Free flow,#1D9E75
281615470_282780241,Abdel Gamal Nasser Road,Other,trunk,14.078744771855895,0,0.2702,45.08,28.0,-17.82928,31.04302,Free flow,#1D9E75
281615470_5168883136,Amoth Chingombe Avenue,Other,residential,39.66061494085812,1,0.2587,45.72,27.0,-17.813341,31.05492,Free flow,#1D9E75
281615477_281615526,Nelson Mandela Avenue,Other,residential,90.06964026960104,1,0.2934,43.81,31.0,-17.836807,31.041215,Free flow,#1D9E75
281615477_281640594,Harare Street,Other,residential,101.04523065986078,0,0.2572,45.8,26.0,-17.816222,31.050114,Free flow,#1D9E75
281615477_287986230,Harare Street,Other,residential,76.11828406315122,0,0.267,45.26,27.0,-17.829277,31.06238,Free flow,#1D9E75
281615501_277315346,Kaguvi Street,Other,unclassified,117.92422412233536,0,0.2771,44.7,29.0,-17.836486,31.060154,Free flow,#1D9E75
281615501_277315703,Luck Street,Other,residential,207.99593047384883,0,0.2753,44.8,28.0,-17.835064,31.052678,Free flow,#1D9E75
281615501_281615516,Agostinho Neto Avenue,Other,residential,74.73996525939849,0,0.2888,44.06,30.0,-17.833676,31.043207,Free flow,#1D9E75
281615501_287986260,Kaguvi Street,Other,unclassified,114.75999503508235,0,0.2875,44.13,29.0,-17.827356,31.058708,Free flow,#1D9E75
281615516_2269911159,Harare Street,Other,residential,115.93014514522392,0,0.2795,44.57,29.0,-17.826519,31.052718,Free flow,#1D9E75
281615516_281615501,Agostinho Neto Avenue,Other,residential,74.73996525939849,0,0.2717,45.0,29.0,-17.835827,31.030336,Free flow,#1D9E75
281615516_281615517,Agostinho Neto Avenue,Other,residential,90.34312580888556,0,0.2787,44.61,29.0,-17.831164,31.060019,Free flow,#1D9E75
281615516_287986230,Harare Street,Other,residential,114.95933943623432,0,0.2719,44.99,29.0,-17.812773,31.052301,Free flow,#1D9E75
281615517_2269911160,Mbuya Nehanda Street,Other,residential,113.83617158047124,0,0.2839,44.33,29.0,-17.816293,31.064035,Free flow,#1D9E75
281615517_281615516,Agostinho Neto Avenue,Other,residential,90.34312580888556,0,0.2895,44.02,30.0,-17.827253,31.042055,Free flow,#1D9E75
281615517_281615527,Mbuya Nehanda Street,Other,residential,114.42018799936577,0,0.3087,42.96,32.0,-17.830634,31.022144,Moderate,#BA7517
281615517_282950548,Agostinho Neto Avenue,Other,residential,91.02022568409646,0,0.2835,44.35,29.0,-17.829938,31.055202,Free flow,#1D9E75
281615526_281615527,Mbuya Nehanda Street,Other,residential,73.76864650130136,0,0.274,44.87,29.0,-17.825749,31.055322,Free flow,#1D9E75
281615526_281624859,Nelson Mandela Avenue,Other,residential,68.04498381468125,1,0.2683,45.19,27.0,-17.839639,31.036359,Free flow,#1D9E75
281615526_281640661,Mbuya Nehanda Street,Other,residential,130.69430263443397,0,0.3003,43.42,30.0,-17.833142,31.043172,Moderate,#BA7517
281615527_281615517,Mbuya Nehanda Street,Other,residential,114.42018799936577,0,0.2895,44.02,30.0,-17.84512,31.078889,Free flow,#1D9E75
281615527_281615526,Mbuya Nehanda Street,Other,residential,73.76864650130136,0,0.2858,44.22,29.0,-17.827568,31.049609,Free flow,#1D9E75
281615527_287986230,Jason Moyo Avenue,Other,tertiary,90.496856738003,1,0.2545,45.95,27.0,-17.825463,31.059525,Free flow,#1D9E75
281615532_1229316394,Bank Street,Other,secondary,94.29725048846812,1,0.2563,45.85,26.0,-17.835058,31.046308,Free flow,#1D9E75
281615532_281615533,Mbuya Nehanda Street,Other,residential,228.0024688784606,0,0.2869,44.16,29.0,-17.817596,31.032536,Free flow,#1D9E75
281615532_281619450,Mbuya Nehanda Street,Other,residential,163.92276945260204,0,0.2791,44.59,28.0,-17.841362,31.050904,Free flow,#1D9E75
281615533_1229316879,Robert Mugabe Road,Robert Mugabe Rd,secondary,96.1043306345752,1,0.3852,38.76,56.0,-17.843387,31.049992,Moderate,#BA7517
281615533_2269911160,Mbuya Nehanda Street,Other,residential,106.27694997299636,0,0.281,44.49,29.0,-17.829052,31.048707,Free flow,#1D9E75
281615533_281615532,Mbuya Nehanda Street,Other,residential,228.0024688784606,0,0.2707,45.06,28.0,-17.822069,31.051436,Free flow,#1D9E75
281615547_2269911162,Joseph Msika Street,Other,tertiary,53.897039574694816,0,0.2861,44.21,29.0,-17.816663,31.05506,Free flow,#1D9E75
281615547_281615553,Joseph Msika Street,Other,tertiary,282.3545396418669,0,0.2866,44.18,29.0,-17.834852,31.051096,Free flow,#1D9E75
281615547_282780236,Robert Mugabe Road,Robert Mugabe Rd,secondary,96.84519157288966,1,0.3839,38.82,55.0,-17.821801,31.040441,Moderate,#BA7517
281615553_281615547,Joseph Msika Street,Other,tertiary,282.3545396418669,0,0.2814,44.47,28.0,-17.831284,31.057183,Free flow,#1D9E75
281615553_281616947,Joseph Msika Street,Other,tertiary,164.81882291837522,0,0.2686,45.17,28.0,-17.832422,31.033885,Free flow,#1D9E75
281615553_282836292,Bank Street,Other,secondary,94.4472782641284,1,0.2924,43.86,29.0,-17.823456,31.032919,Free flow,#1D9E75
281615557_281615587,,Other,secondary_link,54.49944502541965,1,0.2616,45.56,26.0,-17.82542,31.059604,Free flow,#1D9E75
281615557_282775342,Harare street,Other,secondary,45.94026557709229,1,0.3027,43.29,31.0,-17.844338,31.057383,Moderate,#BA7517
281615587_281615532,Bank Street,Other,secondary,62.98589632340004,1,0.2666,45.28,28.0,-17.818424,31.051983,Free flow,#1D9E75
281615610_281615281,Fidel Castro Road,Other,secondary,51.28890758138895,1,0.297,43.61,29.0,-17.819242,31.039183,Free flow,#1D9E75
281615610_281615612,Fidel Castro Road,Other,secondary_link,37.18012351780477,1,0.2914,43.91,30.0,-17.836267,31.045761,Free flow,#1D9E75
281615612_281619039,Harare Street,Other,secondary,80.04286388151594,1,0.3101,42.88,32.0,-17.827597,31.050019,Moderate,#BA7517
281615661_281638937,Kenneth Kaunda Avenue,Other,secondary,170.72029155671163,0,0.2704,45.08,28.0,-17.826763,31.037266,Free flow,#1D9E75
281615661_282836315,Keneth Kaunda Avenue,Other,secondary,31.741164566800123,1,0.2732,44.92,28.0,-17.828744,31.045463,Free flow,#1D9E75
281615728_281615749,,Other,residential,41.19052781534315,0,0.2976,43.57,31.0,-17.835628,31.058773,Free flow,#1D9E75
281615728_288560779,Princess Road,Other,residential,136.79105629363187,0,0.2873,44.14,29.0,-17.836658,31.066186,Free flow,#1D9E75
281615728_292413573,Princess Road,Other,residential,35.47820335879614,0,0.276,44.76,29.0,-17.831174,31.04852,Free flow,#1D9E75
281615746_292413573,Princess Road,Other,residential,101.68646672633136,0,0.2647,45.39,28.0,-17.821002,31.059769,Free flow,#1D9E75
281615746_292413601,Hartley Road,Other,residential,97.98289133030045,0,0.2698,45.11,27.0,-17.826343,31.034222,Free flow,#1D9E75
281615746_4125630646,Princess Road,Other,residential,27.343310648879577,0,0.2919,43.89,30.0,-17.834103,31.058841,Free flow,#1D9E75
281615749_281612116,Princes Road,Other,secondary,69.68005828732645,0,0.2701,45.09,28.0,-17.824406,31.044842,Free flow,#1D9E75
281615749_281615241,Princes Road,Other,secondary,163.41060380596866,0,0.2822,44.42,29.0,-17.855136,31.055473,Free flow,#1D9E75
281615749_281615728,,Other,residential,41.19052781534315,0,0.2606,45.62,27.0,-17.821206,31.050162,Free flow,#1D9E75
281616258_275395690,Mazowe Street,Other,residential,49.85084100597505,0,0.2884,44.08,30.0,-17.845724,31.065164,Free flow,#1D9E75
281616258_281614238,Mazowe Street,Other,residential,152.90878762046475,0,0.2896,44.01,29.0,-17.834033,31.044168,Free flow,#1D9E75
281616258_281616259,Elcombe Avenue,Other,residential,94.97115419705467,0,0.303,43.28,31.0,-17.840461,31.058536,Moderate,#BA7517
281616259_281616258,Elcombe Avenue,Other,residential,94.97115419705467,0,0.3203,42.32,32.0,-17.841947,31.049859,Moderate,#BA7517
281616520_281618145,,Other,trunk_link,266.05071030900143,1,0.2662,45.3,27.0,-17.821103,31.051018,Free flow,#1D9E75
281616520_281619276,Abdel Gamal Nasser Road,Other,primary,194.21185990861989,1,0.2747,44.83,28.0,-17.834927,31.050774,Free flow,#1D9E75
281616528_281617057,Ninth Street,Other,residential,128.8617458659121,0,0.2648,45.38,26.0,-17.828016,31.044443,Free flow,#1D9E75
281616528_281617658,Selous Avenue,Other,residential,212.12278744017388,0,0.2843,44.3,29.0,-17.831355,31.052398,Free flow,#1D9E75
281616528_281617907,Selous Avenue,Other,residential,177.36966343026307,0,0.2818,44.44,29.0,-17.826908,31.051933,Free flow,#1D9E75
281616549_281615444,Leopold Takawira Street,Other,secondary,66.54196545004544,1,0.3041,43.21,32.0,-17.830305,31.05484,Moderate,#BA7517
281616549_281617042,Jomo Kenyatta Lane,Other,residential,294.8279339199081,0,0.2939,43.78,30.0,-17.841847,31.053341,Free flow,#1D9E75
281616549_282774295,Jomo Kenyatta Lane,Other,residential,17.542692761672637,0,0.2584,45.73,26.0,-17.8225,31.060166,Free flow,#1D9E75
281616589_277315728,Leopold Takawira Street,Other,secondary,130.09264438609068,0,0.2898,44.0,31.0,-17.835148,31.061367,Free flow,#1D9E75
281616589_282873220,Herbert Chitepo Avenue,Other,secondary,258.06132781221805,0,0.2966,43.63,31.0,-17.84417,31.042482,Free flow,#1D9E75
281616589_6292466667,Herbert Chitepo Avenue,Other,secondary,29.637531225972563,0,0.2889,44.05,30.0,-17.834591,31.060843,Free flow,#1D9E75
281616589_6292466668,Leopold Takawira Street,Other,secondary,24.177453890731623,0,0.2907,43.95,29.0,-17.818218,31.041184,Free flow,#1D9E75
281616596_281615610,Fidel Castro Road,Other,secondary,104.2493914926249,1,0.2608,45.61,26.0,-17.82374,31.058156,Free flow,#1D9E75
281616596_281618871,Mbuya Nehanda Street,Other,residential,217.75545243020707,0,0.2929,43.83,30.0,-17.833916,31.058461,Free flow,#1D9E75
281616596_281619039,Abercorn Street,Other,residential,94.6494038238641,0,0.2831,44.37,29.0,-17.833922,31.034249,Free flow,#1D9E75
281616596_281619450,Mbuya Nehanda Street,Other,residential,198.3413470269819,0,0.2902,43.98,29.0,-17.833687,31.053422,Free flow,#1D9E75
281616913_282779996,Fourth Street/ S.V Muzenda,Other,secondary,133.10699969867574,1,0.2869,44.16,28.0,-17.813329,31.048051,Free flow,#1D9E75
281616913_282780029,Nelson Mandela Avenue,Other,secondary,18.948417682112552,0,0.2689,45.15,28.0,-17.827715,31.045274,Free flow,#1D9E75
281616947_281615553,Joseph Msika Street,Other,tertiary,164.81882291837522,0,0.2851,44.26,30.0,-17.827307,31.065455,Free flow,#1D9E75
281616947_281619095,Fidel Castro Road,Other,secondary,138.45244812309804,1,0.2897,44.01,30.0,-17.822212,31.046279,Free flow,#1D9E75
281616947_281619746,Bute street,Other,residential,92.3870955203858,0,0.2903,43.98,30.0,-17.82893,31.044819,Free flow,#1D9E75
281616947_282833206,Bute Street,Other,residential,93.0988211414696,0,0.281,44.49,29.0,-17.833156,31.053257,Free flow,#1D9E75
281616947_283453895,Joseph Msika Street,Other,tertiary,193.45111001233656,0,0.2956,43.68,29.0,-17.832624,31.059091,Free flow,#1D9E75
281616971_281616947,Fidel Castro Road,Other,secondary,135.11826513305866,1,0.2813,44.48,29.0,-17.831565,31.051177,Free flow,#1D9E75
281616971_282833206,Leopold Takawira Street,Other,residential,95.42691907313326,0,0.2872,44.14,30.0,-17.831273,31.06369,Free flow,#1D9E75
281616971_282836292,Leopold Takawira Street,Other,tertiary,67.44852465443222,0,0.2616,45.56,27.0,-17.824781,31.057612,Free flow,#1D9E75
281617011_282774641,Agostinho Neto Avenue,Other,residential,17.960228566013235,1,0.2785,44.63,28.0,-17.830516,31.031695,Free flow,#1D9E75
281617014_281617011,Patrice Lumumba Street,Other,residential,84.10318684411567,1,0.2687,45.17,28.0,-17.824738,31.047468,Free flow,#1D9E75
281617014_281643666,Jason Moyo Avenue,Other,tertiary,16.5348141824911,1,0.3124,42.76,31.0,-17.831642,31.047158,Moderate,#BA7517
281617019_2269911159,Harare Street,Other,residential,130.37049306663215,0,0.2725,44.96,29.0,-17.830289,31.057118,Free flow,#1D9E75
281617019_281615533,Robert Mugabe Road,Robert Mugabe Rd,secondary,96.08558300662122,1,0.4089,37.44,59.0,-17.847918,31.027423,Moderate,#BA7517
281617019_282775342,Harare street,Other,residential,203.5339403541488,0,0.2968,43.61,30.0,-17.823179,31.076916,Free flow,#1D9E75
281617024_2269911115,Selous Avenue,Other,residential,175.62135002615258,0,0.2767,44.73,28.0,-17.828016,31.057612,Free flow,#1D9E75
281617024_277994857,Fifth Street,Other,residential,136.05191396795664,0,0.2923,43.87,31.0,-17.822485,31.053957,Free flow,#1D9E75
281617024_282780016,Fifth Street,Other,residential,129.33478104654455,0,0.2706,45.06,28.0,-17.855541,31.063835,Free flow,#1D9E75
281617026_277994869,Ahmed Ben Bella Avenue,Other,residential,175.7942413820453,0,0.2941,43.77,30.0,-17.81323,31.074952,Free flow,#1D9E75
281617026_281617658,Eighth Street,Other,residential,136.22619508920877,0,0.2808,44.5,29.0,-17.832142,31.060862,Free flow,#1D9E75
281617026_282945129,Eighth Street,Other,residential,140.03306825993826,0,0.2788,44.61,28.0,-17.82155,31.061609,Free flow,#1D9E75
281617026_282945140,Ahmed Ben Bella Avenue,Other,residential,287.29832931551294,0,0.2554,45.9,26.0,-17.839784,31.053783,Free flow,#1D9E75
281617037_11622423593,Patrice Lumumba Street,Other,residential,61.48520264108687,1,0.2787,44.61,29.0,-17.825755,31.051179,Free flow,#1D9E75
281617037_2631138049,Oliver Tambo Avenue,Other,residential,160.76694841713433,0,0.2881,44.1,30.0,-17.839899,31.047981,Free flow,#1D9E75
281617042_281616549,Jomo Kenyatta Lane,Other,residential,294.8279339199081,0,0.2933,43.81,30.0,-17.836252,31.04463,Free flow,#1D9E75
281617042_281617667,Julius Nyerere Way,Julius Nyerere Way,primary,235.3773976008661,1,0.4121,37.26,61.0,-17.81471,31.04596,Moderate,#BA7517
281617042_281636731,Jomo Kenyatta Lane,Other,residential,24.370372090124008,0,0.2724,44.96,28.0,-17.832575,31.039613,Free flow,#1D9E75
281617048_281618074,Fifth Street,Other,residential,93.70734923558774,0,0.2823,44.42,28.0,-17.829111,31.051807,Free flow,#1D9E75
281617048_281618118,Fifth Street,Other,residential,135.9080303995798,0,0.2807,44.51,29.0,-17.823572,31.036417,Free flow,#1D9E75
